prop_id,owner_name,mail_address,mail_city,mail_state,mail_zip,situs_street,situs_city,situs_zip,legal_desc,prop_val_yr,year_built,appraised_value,full_property_address,occupancy_status
233778,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 3",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233779,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 4",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233780,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 5",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233781,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 6",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233782,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 7",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233783,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 8",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233784,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 9",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233785,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BACHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 10",2025,,62010,"BACHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
207934,GATEWAY PARKS HOA INC,8360 E VIA DE VENTURA BLVD L-100,SCOTTSDALE,AZ,85258,BIG SPRING                                        DR,,,"GATEWAY PARKS ADD PH 6, BLOCK AH, LOT 29X; OPEN SPACE                                                                                                                                                                                                          OPEN SPACE",2025,,500,"BIG SPRING                                        DR, FORNEY, TX ",Investor/Non-Owner
207946,OBIHIROCHIHO OROSHIURISHIJYO CO LTD,5050 QUORUM DR                                              STE 225,DALLAS,TX,75254,BIG SPRINGS                                       DR,,,"GATEWAY PARKS ADD PH 6, BLOCK AI, LOT 29; & HOUSE                                                                                                                                                                                                              & HOUSE",2025,,360380,"BIG SPRINGS                                       DR, FORNEY, TX ",Investor/Non-Owner
207953,OPENDOOR PROPERTY TRUST I,410 N SCOTTSDALE RD                                         STE 1600,TEMPE,AZ,85288,BIG SPRINGS                                       DR,,75126,"GATEWAY PARKS ADD PH 6, BLOCK AI, LOT 36 & HOUSE",2025,,422341,"BIG SPRINGS                                       DR, FORNEY, TX 75126",Investor/Non-Owner
207955,TARADAH SAMI & AYDA YOUSEF,1860 BIG SPRING DR,HEATH,TX,75126,BIG SPRINGS                                       DR,,,"GATEWAY PARKS ADD PH 6, BLOCK AI, LOT 38; & HOUSE                                                                                                                                                                                                              & HOUSE",2025,,370731,"BIG SPRINGS                                       DR, FORNEY, TX ",Investor/Non-Owner
233756,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 1",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233758,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 3",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233760,JOHN JOSEPH & REENA,1531 LONESOME DOVE DR,PROSPER,TX,75078,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 5",2025,,182100,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233761,HOLY WHEEL LLC,1328 OTTER WAY,COPPELL,TX,75019,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 6",2025,,342888,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233763,K HOVNANIAN DFW GATEWAY PARK LLC,5808 W PLANO PKWY,PLANO,TX,75093,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 8",2025,,473734,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233764,K HOVNANIAN DFW GATEWAY PARK LLC,5808 W PLANO PKWY,PLANO,TX,75093,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK TT, LOT 9",2025,,424444,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233786,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 11",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233787,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 12",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233788,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 13",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233789,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 14",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233790,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 15",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233791,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 16",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233792,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 17",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233793,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 18",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233794,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 19",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233795,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BROWDER                                           RD,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK UU, LOT 20",2025,,62010,"BROWDER                                           RD, FORNEY, TX 75126",Investor/Non-Owner
233666,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK QQ, LOT 1",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233667,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK QQ, LOT 2",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233668,GATEWAY PARKS HOA INC,2101 CEDAR SPRINGS RD                                       STE 600,DALLAS,TX,75201,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK QQ, LOT 19X; CA                                                                                                                                                                                                                 CA",2025,,500,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233685,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 38",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233686,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 39",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233687,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 40",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233688,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 41",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233689,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 42",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233690,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 43",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233691,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS BRANCH,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 44",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233692,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 45",2025,,10,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233693,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 46",2025,,10,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233694,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 47",2025,,10,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233695,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 48",2025,,75000,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233696,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK NN, LOT 49",2025,,75000,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233730,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 1",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233731,DALROCK MANAGEMENT INC,PO BOX 860512,PLANO,TX,75086,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 2",2025,,206100,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233732,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 3",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233733,ASHTON DALLAS RESIDENTIAL LLC,1800 VALLEY VIEW LN                                         STE 100,FARMERS,TX,75234,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 4",2025,,62010,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233736,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 7",2025,,10,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
233737,K HOVNANIAN DFW GATEWAY PARKS LLC,5808 W PLANO PKWY,PLANO,TX,75093,BUSHMAN                                           LN,FORNEY,75126,"GATEWAY PARKS ADD PH 4A, BLOCK RR, LOT 8",2025,,137077,"BUSHMAN                                           LN, FORNEY, TX 75126",Investor/Non-Owner
207784,BAO TING,7447 RAVENHILL DR,FRISCO,TX,75035,CAPROCK                                           DR,FORNEY,75126,"GATEWAY PARKS ADD PH 6, BLOCK AB, LOT 17",2025,,335000,"CAPROCK                                           DR, FORNEY, TX 75126",Investor/Non-Owner
207791,GATEWAY PARKS HOA INC,8360 E VIA DE VENTURA BLVD L-100,SCOTTSDALE,AZ,85258,CAPROCK                                           DR,,,"GATEWAY PARKS ADD PH 6, BLOCK AB, LOT 53X; OPEN SPACE                                                                                                                                                                                                          OPEN SPACE",2025,,500,"CAPROCK                                           DR, FORNEY, TX ",Investor/Non-Owner
207796,VALENCIA EDGAR & LESLIE,PSC 467 BOX 1964,APO,AE,090960020,CAPROCK                                           DR,FORNEY,75126,"GATEWAY PARKS ADD PH 6, BLOCK AC, LOT 4; & HOUSE                                                                                                                                                                                                               & HOUSE",2025,,340288,"CAPROCK                                           DR, FORNEY, TX 75126",Investor/Non-Owner
207808,PEWORCHIK ROBERT & BEATRICE,206 BROTHER JOHN RD,NACOGDOCHES,TX,75961,CAPROCK                                           DR,FORNEY,75126,"GATEWAY PARKS ADD PH 6, BLOCK AC, LOT 16; & HOUSE                                                                                                                                                                                                              & HOUSE",2025,,404821,"CAPROCK                                           DR, FORNEY, TX 75126",Investor/Non-Owner
207929,DSOUZA ANITA I & VINCENT,821 GRAYSTONE DR,GARLAND,TX,75043,CAPROCK                                           DR,,,"GATEWAY PARKS ADD PH 6, BLOCK AH, LOT 24; & HOUSE                                                                                                                                                                                                              & HOUSE",2025,,355000,"CAPROCK                                           DR, FORNEY, TX ",Investor/Non-Owner
194372,RNS GP PROPERTIES LLC,14295 SORANO DR,FRISCO,TX,75034,CARLSBAD                                          DR,FORNEY,75126,"GATEWAY PARKS ADD PH 1A, BLOCK C, LOT 16",2025,,35,"CARLSBAD                                          DR, FORNEY, TX 75126",Investor/Non-Owner
194373,SANTA ANA BRIANA,1124 HEMLOCK WAY,MONTROSE,CO,81403,CARLSBAD DR,,75126,"GATEWAY PARKS ADD PH 1A, BLOCK C, LOT 17",2025,,380782,"CARLSBAD DR, FORNEY, TX 75126",Investor/Non-Owner
197955,BABAYAN VIACHSLAV &,1072 ASTER AVE,SUNNYVALE,CA,94086,CEDAR CREST                                       DR,FORNEY,75126,"GATEWAY PARKS ADD PH 2A & 2B, BLOCK Q, LOT 45",2025,,329925,"CEDAR CREST                                       DR, FORNEY, TX 75126",Investor/Non-Owner
197956,OPEN HOUSE TEXAS REALITY & INVESTMENTS LLC,5050 QUORUM DR                                              STE 225,DALLAS,TX,75254,CEDAR CREST                                       DR,FORNEY,75126,"GATEWAY PARKS ADD PH 2A & 2B, BLOCK Q, LOT 46",2025,,34,"CEDAR CREST                                       DR, FORNEY, TX 75126",Investor/Non-Owner
197960,CHOCTAW AMERICAN INSURANCE INC,10900 NE 4TH ST                                             STE 2300,BELLEVUE,WA,98004,CEDAR CREST                                       DR,FORNEY,75126,"GATEWAY PARKS ADD PH 2A & 2B, BLOCK Q, LOT 50; & HOUSE                                                                                                                                                                                                         & HOUSE",2025,,378007,"CEDAR CREST                                       DR, FORNEY, TX 75126",Investor/Non-Owner
197962,GATEWAY PARKS HOA INC,8360 E VIA DE VENTURA BLVD L-100,SCOTTSDALE,AZ,85258,CEDAR CREST                                       DR,,,"GATEWAY PARKS ADD PH 2A & 2B, BLOCK Q, LOT 52  OPEN SPACE",2025,,500,"CEDAR CREST                                       DR, FORNEY, TX ",Investor/Non-Owner
198032,GATEWAY PARKS HOA INC,8360 E VIA DE VENTURA BLVD L-100,SCOTTSDALE,AZ,85258,CEDAR CREST                                       DR,,,"GATEWAY PARKS ADD PH 2A & 2B, BLOCK W, LOT 11; OPEN SPACE                                                                                                                                                                                                      OPEN SPACE",2025,,500,"CEDAR CREST                                       DR, FORNEY, TX ",Investor/Non-Owner
194316,AROCHO PEDRO J & ANDREINA M,12027 HORSESHOE RNCH,SAN ANTONIO,TX,782542595,CEDAR CREST DR,,,"GATEWAY PARKS ADD PH 1A, BLOCK B, LOT 19; & HOUSE                                                                                                                                                                                                              & HOUSE",2025,,436376,"CEDAR CREST DR, FORNEY, TX ",Investor/Non-Owner
194322,SAMUEL DEBORAH T & STANLEY,1251 STRASSNER DR                                           UNIT 2308,SAINT LOUIS,MO,63144,CEDAR CREST DR,,,"GATEWAY PARKS ADD PH 1A, BLOCK F, LOT 5",2025,,400039,"CEDAR CREST DR, FORNEY, TX ",Investor/Non-Owner
231601,GATEWAY PARKS HOA INC,2101 CEDAR SPRINGS RD                                       STE 600,DALLAS,TX,75201,CO RD,FORNEY,75126,"GATEWAY PARKS ADD PH 7, BLOCK AM, LOT 34X; CA                                                                                                                                                                                                                  CA",2025,,500,"CO RD, FORNEY, TX 75126",Investor/Non-Owner
